Algorithm,Run_Index,Time_Enc_s,Time_Dec_s,NPCR_percent,UACI_percent,Entropy,Corr_Hor,Corr_Ver,Corr_Diag
DES-CBC (C),87,0.00078200,0.00063400,99.636841,33.316692,7.997317,-0.001519,-0.001639,0.007183
DES-CBC (C),88,0.00076900,0.00064200,99.664307,33.455643,7.997315,0.017490,-0.025117,-0.003120
DES-CBC (C),89,0.00079500,0.00063800,99.574280,33.523595,7.997410,-0.004068,-0.000455,-0.008544
DES-CBC (C),90,0.00077400,0.00063700,99.578857,33.541990,7.997056,0.030606,-0.000569,0.039129
DES-CBC (C),91,0.00079300,0.00066400,99.610901,33.444399,7.996935,-0.020417,0.003419,-0.001657
DES-CBC (C),92,0.00078500,0.00063500,99.571228,33.302941,7.996906,0.000838,-0.000096,0.010952
DES-CBC (C),93,0.00079200,0.00063100,99.630737,33.331454,7.997380,-0.013710,-0.022469,-0.011584
DES-CBC (C),94,0.00075900,0.00063100,99.607849,33.522147,7.997192,0.014664,-0.001309,0.007971
DES-CBC (C),95,0.00075500,0.00065500,99.598694,33.393052,7.997054,-0.002608,-0.005198,0.002721
DES-CBC (C),96,0.00076200,0.00063200,99.604797,33.342913,7.996945,-0.016611,0.006400,-0.007837
DES-CBC (C),97,0.00076000,0.00063300,99.572754,33.457654,7.997009,0.028333,0.021364,-0.027976
DES-CBC (C),98,0.00078600,0.00065400,99.604797,33.404128,7.997598,0.002367,-0.001363,0.001018
DES-CBC (C),99,0.00075900,0.00063100,99.591064,33.290094,7.997145,0.002741,0.006901,0.021670
DES-CBC (C),100,0.00079100,0.00064400,99.621582,33.319888,7.997203,0.002702,0.002110,0.018391
AES-CBC (C),1,0.00007700,0.00003100,99.629211,33.465522,7.996907,0.005852,0.008963,0.000456
AES-CBC (C),2,0.00006300,0.00001600,99.601746,33.564453,7.997245,-0.006982,-0.000539,-0.000054
AES-CBC (C),3,0.00006000,0.00001200,99.568176,33.651440,7.996918,0.012791,0.001062,0.016100
AES-CBC (C),4,0.00006000,0.00001300,99.633789,33.408083,7.997227,0.035181,-0.007338,-0.011700
AES-CBC (C),5,0.00006900,0.00001500,99.659729,33.378990,7.996860,-0.002887,0.016821,-0.012137
AES-CBC (C),6,0.00006200,0.00001600,99.601746,33.663653,7.997088,-0.006500,-0.004615,0.041528
AES-CBC (C),7,0.00005900,0.00001300,99.626160,33.704050,7.996770,0.017105,0.015595,0.025232
AES-CBC (C),8,0.00006500,0.00001200,99.623108,33.497907,7.997508,0.011132,-0.021363,-0.033123
AES-CBC (C),9,0.00006200,0.00001600,99.629211,33.431911,7.997172,-0.006665,-0.003647,-0.002328
AES-CBC (C),10,0.00006200,0.00001500,99.607849,33.563059,7.997266,-0.017025,0.002730,-0.022149
AES-CBC (C),11,0.00005900,0.00001200,99.594116,33.376321,7.997372,0.017530,-0.005008,0.014633
AES-CBC (C),12,0.00006000,0.00001200,99.584961,33.494370,7.996560,-0.008676,-0.014979,-0.005677
AES-CBC (C),13,0.00006600,0.00001500,99.560547,33.368255,7.997148,0.005431,0.011299,0.015979
AES-CBC (C),14,0.00006500,0.00001300,99.594116,33.420470,7.997238,0.012637,-0.005589,0.014367
AES-CBC (C),15,0.00006200,0.00001400,99.630737,33.528957,7.996900,0.006709,0.002731,-0.025892
AES-CBC (C),16,0.00006200,0.00001500,99.549866,33.303809,7.997199,0.000434,0.011134,-0.017307
AES-CBC (C),17,0.00006000,0.00001500,99.618530,33.361086,7.997261,0.035202,-0.013944,-0.046812
AES-CBC (C),18,0.00005900,0.00001200,99.588013,33.411937,7.997548,-0.019262,0.000783,0.020247
AES-CBC (C),19,0.00006000,0.00001400,99.591064,33.489416,7.997106,-0.017882,-0.010741,-0.009251
AES-CBC (C),20,0.00005900,0.00001300,99.635315,33.389049,7.997328,-0.003763,0.021795,0.017229
AES-CBC (C),21,0.00006100,0.00001300,99.568176,33.552904,7.997204,0.002445,-0.023497,-0.007055
AES-CBC (C),22,0.00006100,0.00001500,99.592590,33.369224,7.997309,0.027511,0.028549,-0.005572
AES-CBC (C),23,0.00005900,0.00001200,99.577332,33.463027,7.997499,0.020828,0.001175,-0.004735
AES-CBC (C),24,0.00005800,0.00001300,99.615479,33.418723,7.997305,-0.022052,0.012919,-0.004206
AES-CBC (C),25,0.00006200,0.00001500,99.636841,33.466821,7.997080,-0.014038,-0.004644,0.025569
AES-CBC (C),26,0.00006100,0.00001500,99.607849,33.564495,7.997341,-0.017433,0.000073,-0.008166
AES-CBC (C),27,0.00006000,0.00001200,99.581909,33.547250,7.997497,-0.020190,0.011119,-0.010332
AES-CBC (C),28,0.00006300,0.00001500,99.572754,33.333752,7.997699,0.011400,-0.019166,0.001478
AES-CBC (C),29,0.00006000,0.00001300,99.624634,33.431301,7.996728,-0.002132,0.020238,0.015846
AES-CBC (C),30,0.00005900,0.00001200,99.621582,33.474642,7.997364,-0.003525,-0.000641,-0.007004
AES-CBC (C),31,0.00006100,0.00001500,99.649048,33.534684,7.997498,-0.013050,0.019974,-0.039562
AES-CBC (C),32,0.00005800,0.00001200,99.594116,33.451736,7.997240,-0.023055,-0.013179,-0.011593
AES-CBC (C),33,0.00006200,0.00001500,99.600220,33.511490,7.997439,0.018149,-0.008161,0.019444
AES-CBC (C),34,0.00006200,0.00001500,99.601746,33.464535,7.997161,0.011044,-0.014620,-0.005338
AES-CBC (C),35,0.00006100,0.00001500,99.641418,33.446727,7.997069,0.001175,0.004526,-0.000898
AES-CBC (C),36,0.00005800,0.00001200,99.560547,33.386829,7.997564,-0.005968,0.009903,0.024682
AES-CBC (C),37,0.00006200,0.00001500,99.583435,33.538316,7.997225,0.002144,-0.021657,0.019426
AES-CBC (C),38,0.00006400,0.00001500,99.603271,33.456379,7.997307,0.001654,-0.002952,0.006531
AES-CBC (C),39,0.00005900,0.00001200,99.609375,33.392902,7.997072,0.012102,-0.012687,0.007690
AES-CBC (C),40,0.00006800,0.00001500,99.571228,33.350746,7.997274,-0.007095,0.041068,0.000224
AES-CBC (C),41,0.00006100,0.00001200,99.584961,33.282734,7.997076,0.004468,0.017062,-0.004681
AES-CBC (C),42,0.00006200,0.00001500,99.632263,33.467946,7.997226,0.018115,-0.004884,0.017469
AES-CBC (C),43,0.00006200,0.00001500,99.613953,33.525151,7.996788,0.003306,0.000843,0.032445
AES-CBC (C),44,0.00006300,0.00001400,99.591064,33.449701,7.997480,-0.007982,-0.023441,-0.016389
AES-CBC (C),45,0.00006400,0.00001500,99.603271,33.565393,7.997326,-0.012818,0.016108,-0.010578
AES-CBC (C),46,0.00006800,0.00001500,99.624634,33.499038,7.997521,-0.001123,0.005938,0.009640
AES-CBC (C),47,0.00006200,0.00001500,99.572754,33.413924,7.997398,-0.001191,0.016928,-0.007293
AES-CBC (C),48,0.00006200,0.00001400,99.603271,33.443879,7.997122,-0.000002,0.012908,-0.022246
AES-CBC (C),49,0.00006000,0.00001600,99.620056,33.567672,7.997172,0.002959,-0.012557,0.012446
AES-CBC (C),50,0.00006100,0.00001300,99.613953,33.277468,7.997458,-0.013030,0.004806,0.016197
AES-CBC (C),51,0.00007000,0.00001500,99.601746,33.396146,7.997405,-0.005866,-0.007610,0.003089
AES-CBC (C),52,0.00005900,0.00001300,99.617004,33.438224,7.997099,0.010667,0.010294,0.011301
AES-CBC (C),53,0.00006400,0.00001300,99.613953,33.482403,7.997178,0.016388,0.007811,-0.008187
AES-CBC (C),54,0.00006200,0.00001500,99.610901,33.445249,7.997521,-0.003421,-0.005674,-0.009889
AES-CBC (C),55,0.00006000,0.00001300,99.610901,33.390647,7.997456,0.002636,0.001337,-0.006616
AES-CBC (C),56,0.00006200,0.00001500,99.633789,33.385471,7.996939,0.010232,0.017323,0.013984
AES-CBC (C),57,0.00006900,0.00001600,99.557495,33.397857,7.997315,0.015095,0.014978,0.011319
AES-CBC (C),58,0.00006100,0.00001200,99.598694,33.582165,7.997202,0.001535,-0.001960,0.014275
AES-CBC (C),59,0.00006600,0.00001500,99.671936,33.493952,7.997306,-0.000131,-0.024973,-0.009797
AES-CBC (C),60,0.00006700,0.00001500,99.609375,33.487483,7.997258,0.016060,-0.013215,0.017095
AES-CBC (C),61,0.00006000,0.00001300,99.639893,33.489506,7.996861,-0.008323,0.003956,0.028911
AES-CBC (C),62,0.00005900,0.00001200,99.581909,33.393178,7.997148,-0.002549,0.008570,-0.000880
AES-CBC (C),63,0.00007400,0.00001600,99.615479,33.475306,7.997308,0.018615,-0.000402,0.012842
AES-CBC (C),64,0.00006100,0.00001500,99.618530,33.411458,7.997352,0.006850,0.005716,0.006009
AES-CBC (C),65,0.00006400,0.00001200,99.606323,33.492797,7.997266,0.020597,0.011677,-0.003316
AES-CBC (C),66,0.00006200,0.00001500,99.594116,33.581657,7.997080,0.009021,0.022059,0.003304
AES-CBC (C),67,0.00007200,0.00001700,99.665833,33.582135,7.996899,0.004941,-0.014821,0.014694
AES-CBC (C),68,0.00006000,0.00001600,99.612427,33.483546,7.996875,0.000961,-0.004001,-0.009356
AES-CBC (C),69,0.00006000,0.00001200,99.584961,33.394626,7.997051,-0.003556,-0.020580,0.005908
AES-CBC (C),70,0.00006000,0.00001300,99.650574,33.380839,7.997254,-0.021358,0.018555,0.020272
AES-CBC (C),71,0.00005900,0.00001300,99.630737,33.506087,7.996999,0.013547,0.001865,0.008767
AES-CBC (C),72,0.00005900,0.00001300,99.555969,33.477687,7.996731,0.006712,0.038901,0.013071
AES-CBC (C),73,0.00006000,0.00001300,99.600220,33.449916,7.997200,-0.002016,0.008058,-0.019840
AES-CBC (C),74,0.00006100,0.00001400,99.610901,33.552898,7.997233,-0.017311,-0.010915,0.016798
AES-CBC (C),75,0.00006200,0.00001500,99.586487,33.563071,7.997285,-0.005664,-0.001733,0.008891
AES-CBC (C),76,0.00006100,0.00001600,99.601746,33.347192,7.997152,-0.032697,-0.003364,0.002165
AES-CBC (C),77,0.00005900,0.00001300,99.548340,33.480997,7.997417,-0.019920,0.007774,-0.015824
AES-CBC (C),78,0.00006600,0.00001500,99.641418,33.443627,7.997596,0.001766,0.002231,0.005149
AES-CBC (C),79,0.00006300,0.00001600,99.580383,33.564752,7.997430,-0.010085,0.007263,0.001167
AES-CBC (C),80,0.00006200,0.00001500,99.621582,33.619618,7.996743,0.032652,0.003020,0.019212
AES-CBC (C),81,0.00005900,0.00001300,99.606323,33.567792,7.997639,-0.016923,-0.003014,-0.006374
AES-CBC (C),82,0.00006200,0.00001500,99.597168,33.542355,7.997129,0.007176,-0.007616,0.002321
AES-CBC (C),83,0.00006100,0.00001500,99.645996,33.436112,7.997417,-0.005269,0.015112,0.006854
AES-CBC (C),84,0.00005900,0.00001200,99.601746,33.348101,7.997059,0.001778,0.027670,-0.004358
AES-CBC (C),85,0.00006200,0.00001500,99.589539,33.449264,7.997310,-0.010077,0.005245,-0.002079
AES-CBC (C),86,0.00006200,0.00001900,99.627686,33.472595,7.997590,0.001501,0.027176,0.015680
AES-CBC (C),87,0.00006600,0.00001500,99.591064,33.408502,7.997309,-0.016557,0.020789,0.002432
AES-CBC (C),88,0.00006200,0.00001600,99.620056,33.300811,7.997254,-0.007021,0.009771,-0.020502
AES-CBC (C),89,0.00006200,0.00001500,99.618530,33.380438,7.997293,-0.000354,-0.007615,0.003292
AES-CBC (C),90,0.00006600,0.00001600,99.583435,33.277151,7.997251,0.002041,-0.010763,0.019057
AES-CBC (C),91,0.00006300,0.00001600,99.613953,33.680342,7.997003,-0.009390,-0.010133,-0.016382
AES-CBC (C),92,0.00006200,0.00001400,99.569702,33.335864,7.996751,0.010426,0.001407,0.009077
AES-CBC (C),93,0.00006600,0.00001500,99.617004,33.610816,7.997297,-0.014899,-0.023232,-0.021314
AES-CBC (C),94,0.00005900,0.00001200,99.618530,33.397360,7.997352,0.015601,0.009006,0.006767
AES-CBC (C),95,0.00006000,0.00001200,99.555969,33.560229,7.997350,0.000519,0.008661,0.006742
AES-CBC (C),96,0.00006200,0.00001300,99.600220,33.478471,7.997713,-0.019643,0.009892,-0.016451
AES-CBC (C),97,0.00006100,0.00001200,99.627686,33.557709,7.997240,-0.005569,-0.020901,0.016618
AES-CBC (C),98,0.00006100,0.00001500,99.623108,33.204352,7.997136,-0.000922,-0.012393,-0.000915
AES-CBC (C),99,0.00005900,0.00001200,99.609375,33.422881,7.996713,0.005115,0.005948,-0.018403
AES-CBC (C),100,0.00006200,0.00001600,99.600220,33.496596,7.997116,0.002316,-0.032354,0.010659
Blowfish-CBC (C),1,0.00049200,0.00037800,99.620056,33.520496,7.997388,0.015646,0.015462,0.016997
Blowfish-CBC (C),2,0.00040700,0.00036800,99.612427,33.392753,7.996746,-0.004501,-0.001344,0.005592
Blowfish-CBC (C),3,0.00040500,0.00035400,99.624634,33.420033,7.997272,0.007380,-0.014791,-0.011975
Blowfish-CBC (C),4,0.00039900,0.00035500,99.604797,33.552952,7.997428,0.001247,0.022541,0.007191
Blowfish-CBC (C),5,0.00040900,0.00036900,99.635315,33.546388,7.997532,-0.014065,0.024287,-0.019489
Blowfish-CBC (C),6,0.00041400,0.00037100,99.636841,33.510587,7.997435,-0.036288,-0.014267,-0.035301
Blowfish-CBC (C),7,0.00039800,0.00036200,99.574280,33.541619,7.997414,0.004188,-0.003709,-0.004608
Blowfish-CBC (C),8,0.00039900,0.00035900,99.617004,33.420937,7.997224,0.027230,-0.003750,-0.016651
Blowfish-CBC (C),9,0.00040800,0.00036700,99.586487,33.333076,7.997015,-0.013036,0.000897,-0.006397
Blowfish-CBC (C),10,0.00041300,0.00037400,99.586487,33.505835,7.997413,-0.009929,0.010742,0.016147
Blowfish-CBC (C),11,0.00040500,0.00035600,99.632263,33.542642,7.997001,-0.007168,-0.008800,0.013057
Blowfish-CBC (C),12,0.00040600,0.00035500,99.577332,33.400005,7.997284,-0.023668,0.024812,-0.008713
Blowfish-CBC (C),13,0.00040800,0.00037100,99.591064,33.244288,7.997211,0.021943,-0.008240,0.001672
Blowfish-CBC (C),14,0.00039800,0.00036000,99.588013,33.589669,7.997155,-0.001773,-0.021027,0.000959
Blowfish-CBC (C),15,0.00040400,0.00035500,99.592590,33.511131,7.997370,-0.025794,0.018536,-0.001834
Blowfish-CBC (C),16,0.00041200,0.00036800,99.613953,33.516361,7.997316,0.013858,-0.031112,-0.011109
Blowfish-CBC (C),17,0.00041200,0.00036800,99.633789,33.497027,7.996906,-0.002323,0.013573,-0.002698
Blowfish-CBC (C),18,0.00039700,0.00035400,99.594116,33.520867,7.997332,-0.003430,0.017985,-0.022391
Blowfish-CBC (C),19,0.00040200,0.00035700,99.676514,33.469101,7.996631,-0.017132,0.000701,0.003335
Blowfish-CBC (C),20,0.00040300,0.00035400,99.618530,33.539273,7.996989,-0.020962,0.001303,0.008345
Blowfish-CBC (C),21,0.00039800,0.00035800,99.642944,33.514255,7.997418,0.017527,0.002080,0.007761
Blowfish-CBC (C),22,0.00040700,0.00036800,99.636841,33.454386,7.996867,0.004608,-0.018981,0.003164
Blowfish-CBC (C),23,0.00039900,0.00035600,99.574280,33.277899,7.997049,0.032153,-0.024326,-0.013131
Blowfish-CBC (C),24,0.00040000,0.00036000,99.644470,33.529639,7.997046,-0.013853,-0.008443,0.002463
Blowfish-CBC (C),25,0.00041200,0.00036800,99.569702,33.425628,7.997580,0.004739,-0.005457,-0.000343
Blowfish-CBC (C),26,0.00040900,0.00036900,99.644470,33.374658,7.997239,0.027991,0.002726,0.041702
Blowfish-CBC (C),27,0.00040300,0.00035600,99.610901,33.616937,7.997253,-0.011453,-0.007519,0.023675
Blowfish-CBC (C),28,0.00041400,0.00037400,99.623108,33.402973,7.997359,-0.011355,0.008696,-0.001816
Blowfish-CBC (C),29,0.00040000,0.00035500,99.610901,33.424515,7.997331,0.017606,-0.006841,0.008505
Blowfish-CBC (C),30,0.00040200,0.00035600,99.653625,33.572328,7.997123,-0.010684,-0.012478,-0.004809
Blowfish-CBC (C),31,0.00041300,0.00036700,99.568176,33.376004,7.997124,0.013902,-0.000529,0.007279
Blowfish-CBC (C),32,0.00040000,0.00036200,99.606323,33.603528,7.997233,-0.013231,0.019475,-0.022665
Blowfish-CBC (C),33,0.00040900,0.00036800,99.638367,33.457420,7.997596,0.010219,-0.007247,0.018655
Blowfish-CBC (C),34,0.00042000,0.00036800,99.618530,33.499217,7.996781,0.022908,0.005645,0.014518
Blowfish-CBC (C),35,0.00041300,0.00036800,99.592590,33.721493,7.997055,0.018136,-0.003744,-0.004092
Blowfish-CBC (C),36,0.00040300,0.00036000,99.629211,33.421774,7.997329,0.008366,0.007988,-0.020322
Blowfish-CBC (C),37,0.00040700,0.00037200,99.609375,33.545700,7.996551,0.021214,-0.002253,0.010342
Blowfish-CBC (C),38,0.00041300,0.00036800,99.583435,33.494352,7.997652,-0.029009,0.011839,-0.007673
Blowfish-CBC (C),39,0.00039900,0.00035600,99.600220,33.434484,7.997384,-0.020143,-0.012896,0.009402
Blowfish-CBC (C),40,0.00040800,0.00037300,99.603271,33.666974,7.996804,0.000726,0.020509,-0.000573
Blowfish-CBC (C),41,0.00040400,0.00035900,99.626160,33.522638,7.996976,-0.004802,-0.018818,-0.028929
Blowfish-CBC (C),42,0.00040900,0.00037000,99.607849,33.357221,7.997271,-0.012884,0.000191,-0.002755
Blowfish-CBC (C),43,0.00041400,0.00036800,99.604797,33.306508,7.997072,0.023841,-0.004463,0.001084
Blowfish-CBC (C),44,0.00041100,0.00037500,99.568176,33.284876,7.996776,0.019709,-0.020899,-0.034491
Blowfish-CBC (C),45,0.00041200,0.00037300,99.636841,33.534594,7.997219,0.008173,-0.002633,0.002529
Blowfish-CBC (C),46,0.00042000,0.00035900,99.645996,33.425634,7.996776,0.002860,-0.012280,0.012288
Blowfish-CBC (C),47,0.00040800,0.00037300,99.618530,33.431624,7.996889,-0.021837,-0.022614,-0.008937
Blowfish-CBC (C),48,0.00041300,0.00036800,99.661255,33.624387,7.997292,-0.017414,-0.009563,-0.013581
Blowfish-CBC (C),49,0.00041200,0.00036800,99.638367,33.369506,7.997173,-0.012494,-0.028008,0.013585
Blowfish-CBC (C),50,0.00040500,0.00035500,99.609375,33.497440,7.997247,-0.023349,0.000325,0.002348
Blowfish-CBC (C),51,0.00041500,0.00037300,99.594116,33.475946,7.997166,0.015744,0.025943,-0.009282
