Algorithm,Run_Index,Time_Enc_s,Time_Dec_s,NPCR_percent,UACI_percent,Entropy,Corr_Hor,Corr_Ver,Corr_Diag
Blowfish-CBC (C),52,0.00040300,0.00035400,99.645996,33.511430,7.997184,0.010020,-0.028983,0.006166
Blowfish-CBC (C),53,0.00039800,0.00035500,99.604797,33.372958,7.997659,-0.006291,0.023428,-0.009390
Blowfish-CBC (C),54,0.00041200,0.00037200,99.606323,33.619313,7.997493,0.019877,-0.003218,-0.001637
Blowfish-CBC (C),55,0.00040400,0.00035400,99.618530,33.316674,7.996622,0.002004,0.010238,0.016470
Blowfish-CBC (C),56,0.00041300,0.00037100,99.607849,33.423217,7.997172,-0.000266,0.025986,0.002949
Blowfish-CBC (C),57,0.00041700,0.00037300,99.560547,33.544006,7.997575,0.006793,-0.014444,-0.010981
Blowfish-CBC (C),58,0.00040000,0.00035900,99.645996,33.513351,7.997313,-0.008003,-0.002016,0.007295
Blowfish-CBC (C),59,0.00041200,0.00036900,99.635315,33.490008,7.997772,-0.007989,0.020368,-0.014939
Blowfish-CBC (C),60,0.00040900,0.00041800,99.591064,33.331407,7.997202,0.001067,0.018241,-0.000910
Blowfish-CBC (C),61,0.00039900,0.00035300,99.635315,33.473265,7.997158,-0.020196,0.003919,-0.000994
Blowfish-CBC (C),62,0.00040300,0.00035400,99.621582,33.522746,7.996626,-0.007667,0.023233,-0.016151
Blowfish-CBC (C),63,0.00040800,0.00037200,99.555969,33.423971,7.996810,0.006826,-0.002025,-0.002237
Blowfish-CBC (C),64,0.00040700,0.00037200,99.609375,33.426933,7.997013,-0.007023,-0.001777,-0.003485
Blowfish-CBC (C),65,0.00040400,0.00035900,99.600220,33.575422,7.997135,-0.018246,-0.003796,0.013173
Blowfish-CBC (C),66,0.00041300,0.00037200,99.650574,33.429667,7.996761,0.007975,0.026145,-0.005801
Blowfish-CBC (C),67,0.00040900,0.00036600,99.603271,33.506063,7.997129,-0.000828,-0.028242,0.001240
Blowfish-CBC (C),68,0.00041300,0.00037700,99.600220,33.635344,7.996951,0.031734,-0.008461,-0.004772
Blowfish-CBC (C),69,0.00040400,0.00035500,99.594116,33.522985,7.997556,0.001092,-0.000867,0.017252
Blowfish-CBC (C),70,0.00040100,0.00035500,99.589539,33.471129,7.997492,-0.006424,0.008066,0.012367
Blowfish-CBC (C),71,0.00040100,0.00035500,99.647522,33.643643,7.997161,0.004476,0.021923,0.011445
Blowfish-CBC (C),72,0.00039900,0.00035900,99.635315,33.602654,7.997082,-0.007226,-0.014969,-0.012863
Blowfish-CBC (C),73,0.00040400,0.00035800,99.632263,33.307770,7.997121,0.028821,-0.023769,-0.004247
Blowfish-CBC (C),74,0.00040500,0.00035700,99.621582,33.487680,7.997141,0.012146,-0.011126,-0.029585
Blowfish-CBC (C),75,0.00041200,0.00037100,99.580383,33.395769,7.996850,-0.013429,0.015662,-0.038553
Blowfish-CBC (C),76,0.00040800,0.00036900,99.603271,33.583045,7.997148,0.008515,-0.029082,0.009186
Blowfish-CBC (C),77,0.00039900,0.00035600,99.575806,33.407443,7.997217,0.000159,0.008587,0.004946
Blowfish-CBC (C),78,0.00041500,0.00036800,99.597168,33.382586,7.997157,-0.016028,-0.003053,-0.014645
Blowfish-CBC (C),79,0.00040800,0.00036800,99.644470,33.677679,7.997265,-0.009936,0.005804,0.004641
Blowfish-CBC (C),80,0.00041300,0.00036900,99.620056,33.448845,7.997444,-0.004184,-0.008329,-0.019967
Blowfish-CBC (C),81,0.00040500,0.00035700,99.609375,33.510784,7.996946,-0.006259,-0.002342,-0.004927
Blowfish-CBC (C),82,0.00041600,0.00036700,99.583435,33.409424,7.997475,0.012666,-0.018689,0.009339
Blowfish-CBC (C),83,0.00040900,0.00038000,99.629211,33.355031,7.997155,-0.015828,-0.009443,0.002250
Blowfish-CBC (C),84,0.00040000,0.00035500,99.645996,33.621677,7.997200,0.033182,0.010155,0.002805
Blowfish-CBC (C),85,0.00040800,0.00036800,99.636841,33.606472,7.996698,0.031929,0.004222,-0.022942
Blowfish-CBC (C),86,0.00041100,0.00037000,99.583435,33.266021,7.996786,0.004901,-0.002585,0.020322
Blowfish-CBC (C),87,0.00041200,0.00037100,99.604797,33.528281,7.996878,0.017891,0.003397,0.005854
Blowfish-CBC (C),88,0.00040900,0.00036900,99.598694,33.431642,7.997222,-0.002976,-0.020657,-0.007773
Blowfish-CBC (C),89,0.00040900,0.00036800,99.578857,33.305383,7.997316,0.004723,0.019035,0.012521
Blowfish-CBC (C),90,0.00040900,0.00037400,99.607849,33.541792,7.996970,-0.010793,-0.022704,0.003817
Blowfish-CBC (C),91,0.00041300,0.00036700,99.604797,33.422151,7.996896,-0.028353,-0.023525,0.010810
Blowfish-CBC (C),92,0.00041300,0.00036800,99.618530,33.604090,7.997133,0.031839,0.004230,0.015228
Blowfish-CBC (C),93,0.00041200,0.00037000,99.595642,33.504483,7.997258,0.003231,-0.012147,0.012009
Blowfish-CBC (C),94,0.00040200,0.00035600,99.656677,33.391975,7.997421,0.016872,0.012035,0.004643
Blowfish-CBC (C),95,0.00040000,0.00036000,99.606323,33.509300,7.997399,0.003240,0.003795,0.024175
Blowfish-CBC (C),96,0.00040500,0.00035600,99.603271,33.398964,7.997053,-0.002183,-0.022770,-0.017135
Blowfish-CBC (C),97,0.00039900,0.00035500,99.600220,33.484246,7.996919,0.000081,-0.013379,-0.002705
Blowfish-CBC (C),98,0.00041200,0.00036800,99.620056,33.495771,7.997497,0.006005,-0.012813,0.006801
Blowfish-CBC (C),99,0.00039800,0.00035500,99.620056,33.384405,7.997135,-0.004970,0.017868,0.023802
Blowfish-CBC (C),100,0.00040800,0.00037000,99.592590,33.434466,7.996764,0.017766,0.009735,-0.004804
ChaCha20 (C),1,0.00011300,0.00003200,0.001526,0.000006,7.997326,0.020821,0.003467,0.005951
ChaCha20 (C),2,0.00002600,0.00001600,0.001526,0.000006,7.997517,-0.010630,-0.018597,0.016038
ChaCha20 (C),3,0.00002400,0.00001400,0.001526,0.000006,7.997245,-0.000271,0.023478,-0.015961
ChaCha20 (C),4,0.00002400,0.00001400,0.001526,0.000006,7.997226,0.020109,-0.014730,0.019162
ChaCha20 (C),5,0.00002700,0.00001600,0.001526,0.000006,7.996601,0.004817,0.003840,-0.022222
ChaCha20 (C),6,0.00002800,0.00002000,0.001526,0.000006,7.997431,0.006598,0.000280,0.008320
ChaCha20 (C),7,0.00002300,0.00001400,0.001526,0.000006,7.997482,0.001995,0.013229,-0.002182
ChaCha20 (C),8,0.00002400,0.00001400,0.001526,0.000006,7.996604,0.017013,-0.041216,-0.002401
ChaCha20 (C),9,0.00002600,0.00001500,0.001526,0.000006,7.997151,-0.025547,0.007630,0.010914
ChaCha20 (C),10,0.00002700,0.00002000,0.001526,0.000006,7.997410,-0.009904,0.002814,0.013855
ChaCha20 (C),11,0.00002500,0.00001400,0.001526,0.000006,7.997301,0.003986,0.003174,-0.005043
ChaCha20 (C),12,0.00002400,0.00001400,0.001526,0.000006,7.997568,0.023665,0.024001,0.002567
ChaCha20 (C),13,0.00002600,0.00001600,0.001526,0.000006,7.996995,-0.023927,-0.009115,-0.001544
ChaCha20 (C),14,0.00002500,0.00001400,0.001526,0.000006,7.997696,-0.002864,0.000526,0.002558
ChaCha20 (C),15,0.00002600,0.00001700,0.001526,0.000006,7.997043,-0.016682,-0.022163,0.012844
ChaCha20 (C),16,0.00002600,0.00001600,0.001526,0.000006,7.997300,-0.001826,-0.025396,0.038790
ChaCha20 (C),17,0.00002600,0.00001500,0.001526,0.000006,7.997036,0.000863,-0.020629,-0.001420
ChaCha20 (C),18,0.00002400,0.00001500,0.001526,0.000006,7.997459,-0.001914,-0.025196,-0.005902
ChaCha20 (C),19,0.00002300,0.00001400,0.001526,0.000006,7.996869,0.004382,0.015346,0.001023
ChaCha20 (C),20,0.00002500,0.00001400,0.001526,0.000006,7.997272,-0.017748,0.005567,-0.006950
ChaCha20 (C),21,0.00002500,0.00001400,0.001526,0.000006,7.997298,-0.009605,0.013414,0.009395
ChaCha20 (C),22,0.00002700,0.00001500,0.001526,0.000006,7.997351,0.022500,-0.008578,-0.013675
ChaCha20 (C),23,0.00002400,0.00001400,0.001526,0.000006,7.997277,-0.001354,-0.005410,0.012262
ChaCha20 (C),24,0.00002500,0.00001400,0.001526,0.000006,7.997309,-0.020839,0.002148,0.013217
ChaCha20 (C),25,0.00002500,0.00001600,0.001526,0.000006,7.997287,0.002472,0.000957,0.027411
ChaCha20 (C),26,0.00002600,0.00001500,0.001526,0.000006,7.997728,-0.009595,-0.003344,0.022036
ChaCha20 (C),27,0.00002400,0.00001400,0.001526,0.000006,7.997051,-0.000976,0.001933,-0.012408
ChaCha20 (C),28,0.00002500,0.00001500,0.001526,0.000006,7.997058,-0.025994,0.005503,0.010612
ChaCha20 (C),29,0.00002400,0.00001400,0.001526,0.000006,7.997430,0.025957,-0.015229,-0.020290
ChaCha20 (C),30,0.00002700,0.00001500,0.001526,0.000006,7.997092,0.007650,-0.006891,0.030636
ChaCha20 (C),31,0.00002600,0.00001600,0.001526,0.000006,7.997473,-0.007632,0.005706,-0.002835
ChaCha20 (C),32,0.00002400,0.00001400,0.001526,0.000006,7.997073,-0.016180,-0.018058,-0.010614
ChaCha20 (C),33,0.00002600,0.00001600,0.001526,0.000006,7.997623,0.007307,-0.008774,0.008511
ChaCha20 (C),34,0.00002700,0.00001500,0.001526,0.000006,7.997218,0.008007,0.017890,0.011202
ChaCha20 (C),35,0.00002700,0.00001600,0.001526,0.000006,7.996900,0.011274,-0.012747,0.012726
ChaCha20 (C),36,0.00003100,0.00001400,0.001526,0.000006,7.997167,-0.013094,0.018079,0.006818
ChaCha20 (C),37,0.00002600,0.00001600,0.001526,0.000006,7.997021,-0.026234,0.015853,-0.005948
ChaCha20 (C),38,0.00002700,0.00001600,0.001526,0.000006,7.997068,-0.001201,0.000026,0.023146
ChaCha20 (C),39,0.00002400,0.00001500,0.001526,0.000006,7.997213,-0.015931,0.014892,-0.005134
ChaCha20 (C),40,0.00002700,0.00001600,0.001526,0.000006,7.996891,0.010525,-0.014425,-0.005155
ChaCha20 (C),41,0.00002300,0.00001300,0.001526,0.000006,7.997450,-0.008849,-0.006365,0.003375
ChaCha20 (C),42,0.00002700,0.00001500,0.001526,0.000006,7.996985,0.023007,0.001232,-0.000641
ChaCha20 (C),43,0.00002600,0.00001500,0.001526,0.000006,7.997187,-0.007747,0.016433,0.006976
ChaCha20 (C),44,0.00002700,0.00002000,0.001526,0.000006,7.997399,-0.008500,0.004769,-0.002348
ChaCha20 (C),45,0.00002900,0.00001600,0.001526,0.000006,7.997348,-0.018772,0.001854,-0.017292
ChaCha20 (C),46,0.00004500,0.00001500,0.001526,0.000006,7.997191,0.007019,-0.034487,0.000632
ChaCha20 (C),47,0.00002500,0.00001500,0.001526,0.000006,7.997299,-0.021201,0.022485,0.036302
ChaCha20 (C),48,0.00002700,0.00001500,0.001526,0.000006,7.996998,-0.030768,0.009619,-0.009159
ChaCha20 (C),49,0.00002600,0.00001600,0.001526,0.000006,7.997191,-0.018549,-0.004352,-0.022326
ChaCha20 (C),50,0.00002600,0.00001500,0.001526,0.000006,7.997116,0.016325,0.002672,-0.005175
ChaCha20 (C),51,0.00003400,0.00001600,0.001526,0.000006,7.996984,0.016413,0.007199,-0.015389
ChaCha20 (C),52,0.00002500,0.00001300,0.001526,0.000006,7.997458,0.009908,-0.011973,-0.004308
ChaCha20 (C),53,0.00002300,0.00001400,0.001526,0.000006,7.996931,-0.018092,-0.015449,0.005802
ChaCha20 (C),54,0.00002600,0.00001500,0.001526,0.000006,7.997073,0.007521,-0.014733,0.001333
ChaCha20 (C),55,0.00003100,0.00001400,0.001526,0.000006,7.997467,-0.007998,-0.006961,0.006571
ChaCha20 (C),56,0.00002600,0.00001500,0.001526,0.000006,7.997554,0.013556,-0.012404,-0.010150
ChaCha20 (C),57,0.00003800,0.00001500,0.001526,0.000006,7.997183,0.016934,0.008653,0.019074
ChaCha20 (C),58,0.00002500,0.00001400,0.001526,0.000006,7.997294,-0.007205,-0.011437,0.013636
ChaCha20 (C),59,0.00002800,0.00001600,0.001526,0.000006,7.997138,-0.004259,-0.016283,0.010058
ChaCha20 (C),60,0.00002600,0.00001500,0.001526,0.000006,7.997093,0.000817,0.010552,0.020764
ChaCha20 (C),61,0.00002400,0.00001400,0.001526,0.000006,7.997215,-0.001944,-0.003645,-0.013292
ChaCha20 (C),62,0.00002400,0.00001500,0.001526,0.000006,7.996881,0.000775,-0.000457,-0.017749
ChaCha20 (C),63,0.00002700,0.00001600,0.001526,0.000006,7.997268,0.008004,-0.014768,0.006072
ChaCha20 (C),64,0.00002700,0.00001500,0.001526,0.000006,7.997116,0.023069,0.018809,0.031930
ChaCha20 (C),65,0.00002900,0.00001400,0.001526,0.000006,7.996659,-0.000364,0.006697,0.004973
ChaCha20 (C),66,0.00003300,0.00001600,0.001526,0.000006,7.997200,-0.009708,-0.009599,-0.013451
ChaCha20 (C),67,0.00005900,0.00002300,0.001526,0.000006,7.997183,0.000137,0.024309,0.025105
ChaCha20 (C),68,0.00002600,0.00001500,0.001526,0.000006,7.996930,-0.020774,0.022061,-0.007514
ChaCha20 (C),69,0.00002500,0.00001400,0.001526,0.000006,7.997362,0.011112,-0.007296,-0.001104
ChaCha20 (C),70,0.00002500,0.00001400,0.001526,0.000006,7.997165,0.008286,-0.014718,0.006953
ChaCha20 (C),71,0.00002500,0.00001500,0.001526,0.000006,7.997097,-0.008608,-0.028385,-0.030067
ChaCha20 (C),72,0.00002300,0.00001400,0.001526,0.000006,7.997553,0.004818,-0.019957,-0.020535
ChaCha20 (C),73,0.00002200,0.00001500,0.001526,0.000006,7.997334,-0.002028,-0.004961,-0.013593
ChaCha20 (C),74,0.00002400,0.00001500,0.001526,0.000006,7.997115,0.007312,-0.002412,-0.012319
ChaCha20 (C),75,0.00002600,0.00001600,0.001526,0.000006,7.996677,-0.011350,-0.022982,-0.003596
ChaCha20 (C),76,0.00002600,0.00001500,0.001526,0.000006,7.996580,-0.008174,-0.002527,-0.014588
ChaCha20 (C),77,0.00002200,0.00001400,0.001526,0.000006,7.996527,-0.013164,-0.004779,-0.031359
ChaCha20 (C),78,0.00002700,0.00001700,0.001526,0.000006,7.997152,0.012685,-0.033473,-0.005566
ChaCha20 (C),79,0.00002600,0.00001500,0.001526,0.000006,7.997124,0.004812,-0.005405,0.011729
ChaCha20 (C),80,0.00002600,0.00001500,0.001526,0.000006,7.997416,0.009171,-0.005221,0.012872
ChaCha20 (C),81,0.00002300,0.00001400,0.001526,0.000006,7.996950,-0.001165,0.002674,0.023812
ChaCha20 (C),82,0.00002600,0.00001600,0.001526,0.000006,7.997291,0.004511,-0.001648,0.000415
ChaCha20 (C),83,0.00002600,0.00001500,0.001526,0.000006,7.996875,-0.013231,0.027919,-0.009541
ChaCha20 (C),84,0.00002500,0.00001400,0.001526,0.000006,7.997249,0.002272,-0.022305,-0.008152
ChaCha20 (C),85,0.00002600,0.00001500,0.001526,0.000006,7.997132,-0.008424,0.001137,0.005111
ChaCha20 (C),86,0.00003200,0.00001500,0.001526,0.000006,7.996621,-0.013970,-0.000307,-0.010965
ChaCha20 (C),87,0.00002600,0.00001600,0.001526,0.000006,7.997537,0.009868,0.005271,-0.011955
ChaCha20 (C),88,0.00003300,0.00001500,0.001526,0.000006,7.997289,-0.003652,0.011799,-0.001439
ChaCha20 (C),89,0.00002700,0.00001600,0.001526,0.000006,7.997160,-0.029044,0.013385,-0.028553
ChaCha20 (C),90,0.00002700,0.00001500,0.001526,0.000006,7.997255,0.011486,-0.021516,0.012139
ChaCha20 (C),91,0.00002600,0.00001600,0.001526,0.000006,7.997035,-0.001605,-0.005673,-0.005305
ChaCha20 (C),92,0.00002600,0.00001500,0.001526,0.000006,7.996940,-0.003122,-0.006309,-0.000764
ChaCha20 (C),93,0.00002600,0.00001500,0.001526,0.000006,7.997319,-0.038113,-0.003739,0.006391
ChaCha20 (C),94,0.00002300,0.00001400,0.001526,0.000006,7.997420,0.004435,-0.000367,-0.001199
ChaCha20 (C),95,0.00002600,0.00001800,0.001526,0.000006,7.997280,0.004455,0.015853,-0.040179
ChaCha20 (C),96,0.00002500,0.00001400,0.001526,0.000006,7.996871,0.000840,0.016831,-0.029168
ChaCha20 (C),97,0.00002300,0.00001400,0.001526,0.000006,7.997500,-0.006971,-0.012259,0.002296
ChaCha20 (C),98,0.00002700,0.00001600,0.001526,0.000006,7.997309,-0.012517,0.014895,0.020733
ChaCha20 (C),99,0.00002400,0.00001500,0.001526,0.000006,7.997213,0.012404,-0.005779,-0.023568
ChaCha20 (C),100,0.00002600,0.00001600,0.001526,0.000006,7.997258,-0.018027,0.005999,0.010130
DES-CBC (MATLAB*),1,1.04762100,0.01148300,98.840255,33.102162,7.990347,-0.015132,0.007423,0.015806
DES-CBC (MATLAB*),2,1.02531200,0.00466900,98.837227,33.261432,7.991158,0.006716,0.013374,0.018552
DES-CBC (MATLAB*),3,1.02818900,0.00428000,98.850853,33.110362,7.990296,-0.008021,0.015750,0.001254
DES-CBC (MATLAB*),4,1.02177300,0.00489100,98.843283,33.385000,7.990241,0.013009,-0.009725,0.014038
DES-CBC (MATLAB*),5,1.03242600,0.00831400,98.841769,33.366309,7.989281,-0.011895,0.015253,0.014848
DES-CBC (MATLAB*),6,1.03768000,0.00417800,98.838741,33.033657,7.989917,0.002795,0.034387,-0.003735
DES-CBC (MATLAB*),7,1.03083700,0.00424600,98.864479,33.166339,7.989762,0.008648,0.008721,-0.007199
DES-CBC (MATLAB*),8,1.04044100,0.00404300,98.843283,33.124973,7.989290,0.024013,0.019564,0.001359
DES-CBC (MATLAB*),9,1.04085100,0.00389700,98.867507,33.100054,7.990284,0.026831,0.030759,-0.020377
DES-CBC (MATLAB*),10,1.03322900,0.00390700,98.820573,33.250519,7.990600,0.004992,0.038748,0.017607
DES-CBC (MATLAB*),11,1.02992100,0.00391000,98.840255,33.233194,7.990739,0.034225,0.001717,0.009820
DES-CBC (MATLAB*),12,1.03327900,0.00391600,98.846311,33.308610,7.989966,0.035420,0.020124,0.024802
DES-CBC (MATLAB*),13,1.02714400,0.00389800,98.878106,33.348711,7.989838,0.021679,0.008009,-0.003891
DES-CBC (MATLAB*),14,1.02277700,0.00391100,98.865993,33.307215,7.990079,0.015228,0.038662,0.024069
DES-CBC (MATLAB*),15,1.03175300,0.00399400,98.837227,33.317896,7.990935,0.039209,0.016554,0.043327
DES-CBC (MATLAB*),16,1.03406100,0.00399600,98.809974,33.157754,7.989661,-0.012518,0.042715,0.045989
DES-CBC (MATLAB*),17,1.03079900,0.00395200,98.808460,33.144175,7.989808,-0.013755,0.040989,0.004468
DES-CBC (MATLAB*),18,1.02389900,0.00391900,98.870536,33.152083,7.990928,0.042629,0.020747,0.031415
DES-CBC (MATLAB*),19,1.02749800,0.00390200,98.867507,33.090703,7.990390,0.019273,0.031422,0.000433
DES-CBC (MATLAB*),20,1.02242100,0.00402900,98.850853,33.392867,7.989607,0.007178,0.025603,0.004881
DES-CBC (MATLAB*),21,1.03070000,0.00426500,98.828143,33.116726,7.990215,0.019572,0.032628,0.017435
DES-CBC (MATLAB*),22,1.02581300,0.00391100,98.811488,33.324243,7.989549,0.032126,0.024293,0.024767
DES-CBC (MATLAB*),23,1.02722700,0.00402500,98.882648,33.207616,7.990234,-0.011463,0.008470,0.002890
DES-CBC (MATLAB*),24,1.02915000,0.00392000,98.838741,33.256011,7.990406,0.016359,0.013271,0.006888
DES-CBC (MATLAB*),25,1.02556100,0.00387200,98.852367,33.266983,7.990034,0.010722,0.040768,0.018247
DES-CBC (MATLAB*),26,1.02100100,0.00391500,98.822087,33.271721,7.990191,-0.013613,0.024987,0.012783
DES-CBC (MATLAB*),27,1.03110600,0.00405100,98.905358,33.248554,7.990068,0.002553,0.011370,0.021943
DES-CBC (MATLAB*),28,1.03377900,0.00398700,98.885676,33.245134,7.989654,0.003391,0.023141,0.014076
DES-CBC (MATLAB*),29,1.02715300,0.00395800,98.858423,33.378534,7.989521,0.004674,0.013307,0.028823
DES-CBC (MATLAB*),30,1.02706900,0.00387500,98.831171,33.292229,7.990464,0.001226,0.026286,-0.013006
DES-CBC (MATLAB*),31,1.02593600,0.00386700,98.844797,33.139532,7.989420,0.025055,0.018868,0.041083
DES-CBC (MATLAB*),32,1.02353600,0.00394600,98.852367,33.172977,7.990274,0.025126,0.034487,0.000835
DES-CBC (MATLAB*),33,1.03179900,0.00388200,98.841769,33.160081,7.990291,0.015788,0.024867,0.027443
DES-CBC (MATLAB*),34,1.01979800,0.00434600,98.894760,33.116964,7.989945,-0.012668,0.022970,-0.007838
DES-CBC (MATLAB*),35,1.02626500,0.00392800,98.843283,33.313152,7.990712,0.012139,0.025581,0.012594
DES-CBC (MATLAB*),36,1.02732000,0.00388400,98.828143,33.117706,7.990336,0.006013,0.027439,0.000158
DES-CBC (MATLAB*),37,1.02656200,0.00390000,98.825115,33.421135,7.990149,-0.002901,0.005949,0.003591
DES-CBC (MATLAB*),38,1.02667700,0.00385900,98.831171,33.330768,7.989244,0.037465,0.015504,0.011105
DES-CBC (MATLAB*),39,1.02710500,0.00389800,98.829657,33.207859,7.990575,0.006422,0.009231,0.021379
DES-CBC (MATLAB*),40,1.02889200,0.00391600,98.843283,33.203780,7.990465,0.010673,0.019100,0.016773
DES-CBC (MATLAB*),41,1.03972400,0.00389800,98.905358,33.166541,7.989461,0.021115,0.012189,0.011553
DES-CBC (MATLAB*),42,1.03575500,0.00397400,98.859937,33.343391,7.990316,0.025240,0.021111,0.010143
DES-CBC (MATLAB*),43,1.05239500,0.00477300,98.887190,33.151983,7.990130,0.003014,0.018989,-0.004735
DES-CBC (MATLAB*),44,1.04270700,0.00399400,98.834199,33.220512,7.990237,0.015235,0.029189,-0.001417
DES-CBC (MATLAB*),45,1.02905600,0.00411300,98.897788,33.090365,7.990012,0.005211,0.049419,-0.004767
DES-CBC (MATLAB*),46,1.03210700,0.00390800,98.850853,33.231573,7.990622,0.004056,-0.004161,0.023448
DES-CBC (MATLAB*),47,1.02449000,0.00401700,98.841769,33.156756,7.989710,0.012405,0.010367,0.030296
DES-CBC (MATLAB*),48,1.02140900,0.00388800,98.881134,33.224276,7.989575,0.009500,0.006216,0.013235
DES-CBC (MATLAB*),49,1.01974700,0.00404300,98.884162,33.169427,7.989932,0.009071,0.031486,0.010953
DES-CBC (MATLAB*),50,1.02590900,0.00397500,98.858423,33.173025,7.990167,-0.008995,0.034116,0.003006
DES-CBC (MATLAB*),51,1.03679700,0.00384900,98.835713,33.140161,7.989430,-0.000713,0.034623,0.009284
DES-CBC (MATLAB*),52,1.01903700,0.00400400,98.808460,33.186330,7.989788,-0.022733,-0.006537,0.017818
DES-CBC (MATLAB*),53,1.03310700,0.00391900,98.872050,33.276038,7.990242,0.014415,0.031535,0.067569
DES-CBC (MATLAB*),54,1.02396700,0.00388700,98.864479,33.155877,7.990292,0.022568,0.011233,0.001177
DES-CBC (MATLAB*),55,1.02168500,0.00420800,98.849339,33.132069,7.989669,0.003825,0.020282,-0.000548
DES-CBC (MATLAB*),56,1.03104900,0.00389000,98.865993,33.203774,7.990475,0.038271,0.034034,-0.000018
DES-CBC (MATLAB*),57,1.03425200,0.00388400,98.882648,33.319666,7.990604,0.042342,0.032399,0.003995
DES-CBC (MATLAB*),58,1.03809000,0.00390800,98.838741,33.167990,7.990655,0.028308,0.019234,-0.010075
DES-CBC (MATLAB*),59,1.05096000,0.00389600,98.831171,33.072529,7.990052,0.004327,0.034918,-0.012917
DES-CBC (MATLAB*),60,1.03346900,0.00391400,98.893246,33.227803,7.990957,0.013516,0.001796,-0.003021
DES-CBC (MATLAB*),61,1.04441000,0.00398200,98.835713,33.236174,7.990250,0.015847,-0.034137,-0.035825
DES-CBC (MATLAB*),62,1.04431700,0.00390600,98.849339,33.111407,7.989516,-0.001944,0.025484,0.018629
DES-CBC (MATLAB*),63,1.02021900,0.00531800,98.864479,33.294794,7.990697,0.026707,0.005090,0.010856
DES-CBC (MATLAB*),64,1.02573300,0.00338300,98.849339,33.342406,7.990554,-0.000574,0.018533,0.022519
DES-CBC (MATLAB*),65,1.03103500,0.00353300,98.865993,33.270427,7.990585,0.010572,0.022296,0.024026
DES-CBC (MATLAB*),66,1.03594800,0.00347200,98.855395,33.248281,7.989827,0.011067,0.013945,0.016373
DES-CBC (MATLAB*),67,1.05660000,0.00364700,98.856909,33.128684,7.990412,0.008068,0.024740,0.009182
DES-CBC (MATLAB*),68,1.02973600,0.00332900,98.862965,33.212674,7.990358,-0.006298,0.023465,0.013372
DES-CBC (MATLAB*),69,1.02686400,0.00335800,98.875078,33.369783,7.989871,-0.011470,0.004943,0.026427
DES-CBC (MATLAB*),70,1.03354800,0.00327900,98.897788,33.109661,7.990195,0.022825,0.008869,0.019135
DES-CBC (MATLAB*),71,1.04097400,0.00329800,98.849339,33.198490,7.990634,-0.008672,0.015460,0.015963
DES-CBC (MATLAB*),72,1.03926500,0.00333500,98.840255,33.219674,7.990147,0.019556,0.037148,0.012876
DES-CBC (MATLAB*),73,1.02677700,0.00327600,98.858423,33.094634,7.990284,0.007327,0.024260,0.013111
DES-CBC (MATLAB*),74,1.03763000,0.00342400,98.825115,33.194031,7.989425,-0.016992,0.008488,0.015623
DES-CBC (MATLAB*),75,1.02339400,0.00328300,98.859937,33.326303,7.990612,-0.001497,0.005969,0.021212
DES-CBC (MATLAB*),76,1.03571800,0.00330500,98.832685,33.280277,7.990320,0.024747,0.001826,0.013173
DES-CBC (MATLAB*),77,1.03551400,0.00343700,98.864479,33.188509,7.989771,0.001478,0.024941,0.024766
DES-CBC (MATLAB*),78,1.02813600,0.00330000,98.882648,33.315005,7.990604,-0.009305,0.023251,0.030164
DES-CBC (MATLAB*),79,1.04626200,0.00329700,98.825115,33.253547,7.990365,0.007363,0.027211,0.014345
DES-CBC (MATLAB*),80,1.04133700,0.00331500,98.849339,33.060072,7.990087,0.010351,0.010270,0.020498
DES-CBC (MATLAB*),81,1.02864100,0.00334300,98.876592,33.196477,7.989666,0.026964,0.001249,0.026381
DES-CBC (MATLAB*),82,1.03491100,0.00331000,98.817545,33.427446,7.990919,-0.017840,0.039997,0.045923
DES-CBC (MATLAB*),83,1.03556000,0.00330900,98.861451,33.349655,7.990453,0.013135,0.042157,0.000249
DES-CBC (MATLAB*),84,1.02679400,0.00330400,98.806946,33.101859,7.989859,0.028498,0.024690,0.004290
DES-CBC (MATLAB*),85,1.02633100,0.00332000,98.865993,33.319891,7.989808,0.018418,-0.002757,0.007571
DES-CBC (MATLAB*),86,1.03108300,0.00333300,98.853881,33.173108,7.990333,-0.010869,0.027962,0.007567
DES-CBC (MATLAB*),87,1.02990600,0.00366400,98.816031,33.181901,7.989965,-0.012167,0.027798,0.019285
DES-CBC (MATLAB*),88,1.04186500,0.00330200,98.835713,33.186004,7.990773,0.009786,0.011976,-0.001515
DES-CBC (MATLAB*),89,1.03537500,0.00343700,98.840255,33.304638,7.989889,0.034591,0.019807,0.014651
DES-CBC (MATLAB*),90,1.03638600,0.00343300,98.831171,33.160990,7.990370,0.030909,0.025481,0.002271
DES-CBC (MATLAB*),91,1.04430000,0.00332500,98.823601,33.279303,7.989514,0.018716,0.016521,0.019218
DES-CBC (MATLAB*),92,1.03031100,0.00332700,98.817545,33.104875,7.990818,0.011683,-0.001576,0.019429
DES-CBC (MATLAB*),93,1.02290800,0.00330700,98.870536,33.270154,7.990494,-0.002392,0.035384,0.018663
DES-CBC (MATLAB*),94,1.03528000,0.00340800,98.878106,33.179621,7.990131,0.033834,0.031791,0.013291
