Algorithm,Attack_Type,Intensity,PSNR,SSIM,SD
Blowfish (MATLAB),contiguous_crop,0.300000,15.439393,0.688440,2730.930375
Blowfish (MATLAB),contiguous_crop,0.500000,12.914386,0.491434,3595.615935
Blowfish (MATLAB),crop,0.100000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),crop,0.200000,9.825051,0.026249,16983.241892
Blowfish (MATLAB),crop,0.300000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),crop,0.500000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),tamper,0.100000,19.759865,0.883052,5567.911643
Blowfish (MATLAB),tamper,0.200000,16.474671,0.783979,7988.397682
Blowfish (MATLAB),tamper,0.300000,14.508767,0.686826,9834.138243
Blowfish (MATLAB),tamper,0.500000,12.228173,0.487918,12735.592195
Blowfish (MATLAB),salt_pepper,0.010000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),salt_pepper,0.050000,13.583834,0.163245,11568.535886
Blowfish (MATLAB),salt_pepper,0.100000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),salt_pepper,0.200000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.000010,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.000100,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.001000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.010000,5.659277,0.000286,4058.450300
ChaCha20 (MATLAB),contiguous_crop,0.100000,19.693764,0.883903,5591.341605
ChaCha20 (MATLAB),contiguous_crop,0.200000,16.516769,0.785209,7934.070414
ChaCha20 (MATLAB),contiguous_crop,0.300000,14.603270,0.688635,9726.852349
ChaCha20 (MATLAB),contiguous_crop,0.500000,12.268443,0.490239,12700.258566
ChaCha20 (MATLAB),crop,0.100000,19.290037,0.398454,6242.699704
ChaCha20 (MATLAB),crop,0.200000,16.232913,0.242821,8788.656751
ChaCha20 (MATLAB),crop,0.300000,14.511324,0.173558,10629.524005
ChaCha20 (MATLAB),crop,0.500000,12.236133,0.092844,13514.225949
ChaCha20 (MATLAB),tamper,0.100000,19.577959,0.882738,5659.713240
ChaCha20 (MATLAB),tamper,0.200000,16.487211,0.783252,7973.409495
ChaCha20 (MATLAB),tamper,0.300000,14.538468,0.685647,9803.091045
ChaCha20 (MATLAB),tamper,0.500000,12.226969,0.488702,12775.696087
ChaCha20 (MATLAB),salt_pepper,0.010000,29.585116,0.885926,1918.622102
ChaCha20 (MATLAB),salt_pepper,0.050000,22.185854,0.576149,4487.577726
ChaCha20 (MATLAB),salt_pepper,0.100000,19.105121,0.390038,6370.309709
ChaCha20 (MATLAB),salt_pepper,0.200000,16.152009,0.241224,8886.026786
ChaCha20 (MATLAB),gaussian,0.000010,29.549518,0.834429,1926.887339
ChaCha20 (MATLAB),gaussian,0.000100,24.289915,0.616590,3530.241252
ChaCha20 (MATLAB),gaussian,0.001000,19.603949,0.378458,6014.234646
ChaCha20 (MATLAB),gaussian,0.010000,15.201144,0.200900,9895.959732
Chaos Circular,contiguous_crop,0.100000,18.072135,0.376338,7163.709769
Chaos Circular,contiguous_crop,0.200000,15.346159,0.233105,9731.681134
Chaos Circular,contiguous_crop,0.300000,13.719820,0.163620,11622.690886
Chaos Circular,contiguous_crop,0.500000,11.720178,0.087391,14375.057445
Chaos Circular,crop,0.100000,17.912740,0.312941,7319.081408
Chaos Circular,crop,0.200000,15.029145,0.190249,10154.882665
Chaos Circular,crop,0.300000,13.432023,0.137816,12135.170324
Chaos Circular,crop,0.500000,11.479112,0.078322,14875.450645
Chaos Circular,tamper,0.100000,18.198248,0.388586,7075.155490
Chaos Circular,tamper,0.200000,15.400080,0.239644,9688.667684
Chaos Circular,tamper,0.300000,13.757993,0.165681,11590.422773
Chaos Circular,tamper,0.500000,11.758596,0.089059,14323.881000
Chaos Circular,salt_pepper,0.010000,28.198260,0.824518,2254.751391
Chaos Circular,salt_pepper,0.050000,20.669954,0.455644,5347.533341
Chaos Circular,salt_pepper,0.100000,17.910190,0.310016,7334.912122
Chaos Circular,salt_pepper,0.200000,15.029732,0.191949,10165.150114
Chaos Circular,gaussian,0.000010,13.753801,0.153078,11445.384085
Chaos Circular,gaussian,0.000100,11.566505,0.080656,14392.126308
Chaos Circular,gaussian,0.001000,10.387374,0.049406,16331.901333
Chaos Circular,gaussian,0.010000,9.796885,0.030370,17296.566309
3D-Logistic-Chirikov,contiguous_crop,0.100000,15.467240,0.220497,9644.479279
3D-Logistic-Chirikov,contiguous_crop,0.200000,12.725102,0.125489,13014.311404
3D-Logistic-Chirikov,contiguous_crop,0.300000,11.114175,0.082941,15380.267811
3D-Logistic-Chirikov,contiguous_crop,0.500000,9.321531,0.044900,18219.655630
3D-Logistic-Chirikov,crop,0.100000,15.362851,0.217042,9738.452075
3D-Logistic-Chirikov,crop,0.200000,12.760032,0.128672,12952.916565
3D-Logistic-Chirikov,crop,0.300000,11.204011,0.089122,15247.691834
3D-Logistic-Chirikov,crop,0.500000,9.412807,0.047778,18069.826059
3D-Logistic-Chirikov,tamper,0.100000,15.573452,0.227476,9531.126937
3D-Logistic-Chirikov,tamper,0.200000,12.805170,0.130076,12917.113018
3D-Logistic-Chirikov,tamper,0.300000,11.196054,0.085710,15294.228473
3D-Logistic-Chirikov,tamper,0.500000,9.381520,0.046692,18136.998498
3D-Logistic-Chirikov,salt_pepper,0.010000,25.097115,0.749828,3219.077201
3D-Logistic-Chirikov,salt_pepper,0.050000,18.335810,0.355662,6973.437653
3D-Logistic-Chirikov,salt_pepper,0.100000,15.629625,0.225785,9456.059247
3D-Logistic-Chirikov,salt_pepper,0.200000,12.763936,0.129123,12964.013446
3D-Logistic-Chirikov,gaussian,0.000010,11.723327,0.098690,14466.425251
3D-Logistic-Chirikov,gaussian,0.000100,9.633233,0.050268,17773.156608
3D-Logistic-Chirikov,gaussian,0.001000,8.591858,0.030165,19349.062595
3D-Logistic-Chirikov,gaussian,0.010000,7.975069,0.019951,20074.644715
Chaos Bit Shuffle (Orig),contiguous_crop,0.100000,17.626189,0.299910,7574.133365
Chaos Bit Shuffle (Orig),contiguous_crop,0.200000,14.924862,0.186515,10264.630451
Chaos Bit Shuffle (Orig),contiguous_crop,0.300000,13.244606,0.129361,12371.171606
Chaos Bit Shuffle (Orig),contiguous_crop,0.500000,11.290145,0.071942,15175.332436
Chaos Bit Shuffle (Orig),crop,0.100000,17.737091,0.303553,7477.361164
Chaos Bit Shuffle (Orig),crop,0.200000,15.019695,0.191151,10164.271522
Chaos Bit Shuffle (Orig),crop,0.300000,13.341650,0.132895,12244.183604
Chaos Bit Shuffle (Orig),crop,0.500000,11.402155,0.075494,15025.372624
Chaos Bit Shuffle (Orig),tamper,0.100000,17.699618,0.306219,7504.722933
Chaos Bit Shuffle (Orig),tamper,0.200000,14.990148,0.188397,10197.764040
Chaos Bit Shuffle (Orig),tamper,0.300000,13.374964,0.135045,12172.258381
Chaos Bit Shuffle (Orig),tamper,0.500000,11.425273,0.076801,14978.134867
Chaos Bit Shuffle (Orig),salt_pepper,0.010000,27.884500,0.822645,2333.529941
Chaos Bit Shuffle (Orig),salt_pepper,0.050000,20.746154,0.468062,5295.972438
Chaos Bit Shuffle (Orig),salt_pepper,0.100000,17.886604,0.310395,7349.886689
Chaos Bit Shuffle (Orig),salt_pepper,0.200000,14.993780,0.190841,10201.036980
Chaos Bit Shuffle (Orig),gaussian,0.000010,14.417899,0.171889,10892.982363
Chaos Bit Shuffle (Orig),gaussian,0.000100,12.096164,0.095093,14011.157899
Chaos Bit Shuffle (Orig),gaussian,0.001000,10.797963,0.057776,15981.614695
Chaos Bit Shuffle (Orig),gaussian,0.010000,9.986979,0.036052,17169.862315
Chaos Bit Shuffle (Opt),contiguous_crop,0.100000,17.863234,0.311716,7367.641807
Chaos Bit Shuffle (Opt),contiguous_crop,0.200000,15.002133,0.191751,10183.732267
Chaos Bit Shuffle (Opt),contiguous_crop,0.300000,13.432434,0.137297,12100.873455
Chaos Bit Shuffle (Opt),contiguous_crop,0.500000,11.415562,0.077363,14994.142152
Chaos Bit Shuffle (Opt),crop,0.100000,17.898649,0.314733,7338.552647
Chaos Bit Shuffle (Opt),crop,0.200000,15.014050,0.191252,10181.436301
Chaos Bit Shuffle (Opt),crop,0.300000,13.397340,0.135499,12181.868316
Chaos Bit Shuffle (Opt),crop,0.500000,11.452058,0.077153,14975.330288
Chaos Bit Shuffle (Opt),tamper,0.100000,18.005390,0.316776,7253.403089
Chaos Bit Shuffle (Opt),tamper,0.200000,15.119909,0.194119,10051.760806
Chaos Bit Shuffle (Opt),tamper,0.300000,13.499450,0.137919,12035.237752
Chaos Bit Shuffle (Opt),tamper,0.500000,11.452843,0.077522,14931.915835
Chaos Bit Shuffle (Opt),salt_pepper,0.010000,27.965450,0.827590,2312.168961
Chaos Bit Shuffle (Opt),salt_pepper,0.050000,20.757356,0.468842,5297.819582
Chaos Bit Shuffle (Opt),salt_pepper,0.100000,17.854470,0.311436,7379.043827
Chaos Bit Shuffle (Opt),salt_pepper,0.200000,15.027210,0.190127,10162.514240
Chaos Bit Shuffle (Opt),gaussian,0.000010,13.609318,0.144620,11896.493562
Chaos Bit Shuffle (Opt),gaussian,0.000100,11.751639,0.086243,14523.448462
Chaos Bit Shuffle (Opt),gaussian,0.001000,10.590689,0.054090,16295.659982
Chaos Bit Shuffle (Opt),gaussian,0.010000,9.930629,0.034738,17225.791096
Hyperchaotic 2D,contiguous_crop,0.100000,18.925483,0.381304,6508.265478
Hyperchaotic 2D,contiguous_crop,0.200000,16.082959,0.233466,8948.314093
Hyperchaotic 2D,contiguous_crop,0.300000,14.346552,0.164033,10823.252158
Hyperchaotic 2D,contiguous_crop,0.500000,12.141952,0.090096,13669.102582
Hyperchaotic 2D,crop,0.100000,14.910931,0.188739,10177.534775
Hyperchaotic 2D,crop,0.200000,12.394999,0.099767,13311.839912
Hyperchaotic 2D,crop,0.300000,11.101105,0.060568,15132.906695
Hyperchaotic 2D,crop,0.500000,9.785014,0.023737,17099.528867
Hyperchaotic 2D,tamper,0.100000,19.096360,0.391248,6382.833540
Hyperchaotic 2D,tamper,0.200000,16.181483,0.238686,8849.271081
Hyperchaotic 2D,tamper,0.300000,14.372747,0.164996,10792.934119
Hyperchaotic 2D,tamper,0.500000,12.179958,0.090526,13602.022930
Hyperchaotic 2D,salt_pepper,0.010000,24.626253,0.705517,3392.864512
Hyperchaotic 2D,salt_pepper,0.050000,17.827281,0.316722,7359.168888
Hyperchaotic 2D,salt_pepper,0.100000,14.943138,0.185842,10126.791748
Hyperchaotic 2D,salt_pepper,0.200000,12.352242,0.097836,13354.842548
Hyperchaotic 2D,gaussian,0.000010,21.410075,0.494301,4909.042069
Hyperchaotic 2D,gaussian,0.000100,17.030054,0.271883,8088.113005
Hyperchaotic 2D,gaussian,0.001000,13.332662,0.129397,12157.481927
Hyperchaotic 2D,gaussian,0.010000,10.158116,0.033684,16625.302837
Hu & Tian,contiguous_crop,0.100000,19.098670,0.385573,6175.310682
Hu & Tian,contiguous_crop,0.200000,16.185408,0.235289,8247.615944
Hu & Tian,contiguous_crop,0.300000,14.396389,0.163100,9597.764721
Hu & Tian,contiguous_crop,0.500000,12.192906,0.088061,10746.856973
Hu & Tian,crop,0.100000,19.259865,0.393930,6075.232596
Hu & Tian,crop,0.200000,16.211305,0.237221,8215.843138
Hu & Tian,crop,0.300000,14.481747,0.167822,9480.903652
Hu & Tian,crop,0.500000,12.226629,0.089655,10718.036007
Hu & Tian,tamper,0.100000,19.278409,0.398619,6225.483670
Hu & Tian,tamper,0.200000,16.253992,0.241855,8709.056827
Hu & Tian,tamper,0.300000,14.468226,0.169724,10521.856108
Hu & Tian,tamper,0.500000,12.238932,0.091920,13030.124024
Hu & Tian,salt_pepper,0.010000,29.271220,0.887315,1986.533331
Hu & Tian,salt_pepper,0.050000,22.307235,0.583153,4363.672282
Hu & Tian,salt_pepper,0.100000,19.220853,0.390613,6089.524221
Hu & Tian,salt_pepper,0.200000,16.228642,0.238532,8208.531684
Hu & Tian,gaussian,0.000010,49.487898,0.995595,194.098617
Hu & Tian,gaussian,0.000100,40.020808,0.963327,576.968267
Hu & Tian,gaussian,0.001000,30.191463,0.766422,1790.458921
Hu & Tian,gaussian,0.010000,19.108378,0.339980,6395.440013
Hyperchaotic Adaptive,contiguous_crop,0.100000,10.155536,0.048666,17285.091254
Hyperchaotic Adaptive,contiguous_crop,0.200000,8.968498,0.030609,19617.938838
Hyperchaotic Adaptive,contiguous_crop,0.300000,8.150599,0.019177,21329.719659
Hyperchaotic Adaptive,contiguous_crop,0.500000,7.011090,0.010709,23155.852181
Hyperchaotic Adaptive,crop,0.100000,10.132910,0.050286,17314.961700
Hyperchaotic Adaptive,crop,0.200000,8.947311,0.030571,19673.331552
Hyperchaotic Adaptive,crop,0.300000,8.154056,0.019527,21348.942053
Hyperchaotic Adaptive,crop,0.500000,7.015822,0.008558,23187.274320
Hyperchaotic Adaptive,tamper,0.100000,10.105627,0.035285,16893.023414
Hyperchaotic Adaptive,tamper,0.200000,9.546926,0.020865,17784.466112
Hyperchaotic Adaptive,tamper,0.300000,9.248617,0.016939,18257.088272
Hyperchaotic Adaptive,tamper,0.500000,8.607825,0.011721,19606.423533
Hyperchaotic Adaptive,salt_pepper,0.010000,13.000466,0.125586,12657.530345
Hyperchaotic Adaptive,salt_pepper,0.050000,11.109157,0.073802,15541.173108
Hyperchaotic Adaptive,salt_pepper,0.100000,10.233872,0.053614,17138.399281
Hyperchaotic Adaptive,salt_pepper,0.200000,8.975073,0.029539,19658.164628
Hyperchaotic Adaptive,gaussian,0.000010,9.563447,0.019748,17548.189318
Hyperchaotic Adaptive,gaussian,0.000100,9.371570,0.014947,17804.361934
Hyperchaotic Adaptive,gaussian,0.001000,9.176796,0.013248,18189.135385
Hyperchaotic Adaptive,gaussian,0.010000,8.811436,0.009467,19109.847547
